data/cusersfinainmndesktoppublish-spend-november-2017-all-directorates.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,ORIGINAL CUR,BILLING GROSS AMT,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,18,NA,NA,NA,NA,NA
data/cusersfinainmndesktoppublish-spend-october-2017-all-directorates.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,ORIGINAL CUR,BILLING GROSS AMT,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,NA,year,month,day,wday,18,Directorates,NA,NA,NA,NA
data/cusersfinainmndesktoppublish-spend-sept-2017.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,ORIGINAL CUR,BILLING GROSS AMT,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,20,NA,BILLING CUR CODE...6,TRANS TAX AMT,BILLING CUR CODE...10,NA
data/itemisedtransactionsaugust2015publishspendalldirectorates.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/itemisedtransactionsjuly2015publishspend.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-april-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-august-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-december-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-july-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-june-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-may-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-october-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publish-spend-september-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,NA,year,month,day,wday,15,Directorates,NA,NA,NA,NA
data/publishedspenddecember2015.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishing-spend-november-2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendfebruary2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendjanuary2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendjune2015alldirectorates.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendmarch2016.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendnovember2015.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendoctober2015.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendpurchasecardsfebruary.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,NA,year,month,day,wday,15,NA,NA,NA,NA,...11
data/publishspendpurchasecardsmarch.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/publishspendseptember2015.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/purchasecardsdec2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardsnov2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardtransactionsapril2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardtransactionsaugust2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardtransactionsjuly2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardtransactionsjune2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardtransactionsmay2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardtransactionsoctober2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchasecardtransactionsseptember2014.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,16,NA,NA,NA,NA,NA
data/purchaseccardtransactionsjanuary2015.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
data/svlrdclr05homesharechexefinainmngeneralappublishspendmay2015.xls,TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,NA,NA,NA,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate,year,month,day,wday,15,NA,NA,NA,NA,NA
